gene_id	NCBI_ID	genename	genesynonym
YLR083C	850772	EMP70	TMN1
YLR083C	850772	EMP70	p24a
YGR289C	853207	MAL11	AGT1
YGR289C	853207	MAL11	MALT
YCR053W	850420	THR4	NaN
YMR193C-A	NaN	NaN	NaN
YLR106C	850796	MDN1	REA1
YEL003W	856715	GIM4	PFD2
YLR364W	851079	GRX8	NaN
YMR306C-A	NaN	NaN	NaN
YGR244C	853159	LSC2	NaN
YMR242C	NaN	RPL20A	L18A
YMR242C	NaN	RPL20A	L20A
YMR242C	NaN	RPL20A	RPL18A2
YFL020C	850524	PAU5	NaN
YGL047W	852835	ALG13	NaN
YDL114W	851444	NaN	NaN
YMR239C	855280	RNT1	NaN
YFL023W	850521	BUD27	URI1
YOR261C	854435	RPN8	NaN
YKL168C	853686	KKQ8	NaN
YIR026C	854844	YVH1	NaN
YOR306C	854483	MCH5	NaN
YJL182C	NaN	NaN	NaN
YPL075W	856030	GCR1	LPF10
YLR109W	850799	AHP1	cTPxIII
YAL059W	851240	ECM1	NaN
YOR034C-A	1466482	NaN	NaN
YLR431C	851151	ATG23	CVT23
YPR089W	856204	NaN	YPR090W
YMR076C	855099	PDS5	NaN
YOL031C	854126	SIL1	SLS1
YCL057C-A	850300	NaN	NaN
YGL038C	852845	OCH1	LDB12
YGL038C	852845	OCH1	NGD29
YFR001W	850551	LOC1	NaN
YDR135C	851713	YCF1	NaN
YPR039W	NaN	NaN	NaN
YBL026W	852255	LSM2	SMX5
YBL026W	852255	LSM2	SNP3
YLR356W	851070	ATG33	NaN
YPR028W	856140	YOP1	YIP2
YOR054C	854220	VHS3	YOR29-05
YBL040C	852240	ERD2	NaN
YKR071C	853945	DRE2	NaN
YOR322C	854500	LDB19	ART1
YER169W	856916	RPH1	KDM4
YMR181C	855219	NaN	NaN
YML080W	854895	DUS1	NaN
YLR010C	850696	TEN1	NaN
YMR194C-B	1466503	CMC4	NaN
YLR307W	851016	CDA1	NaN
YGL061C	852819	DUO1	NaN
YOL044W	854113	PEX15	PAS21
YGR083C	852974	GCD2	GCD12
YMR140W	855171	SIP5	NaN
YHR196W	856603	UTP9	NaN
YPL103C	856001	FMP30	NaN
YBR165W	852463	UBS1	NaN
YMR058W	855080	FET3	NaN
YGL219C	852654	MDM34	MMM2
YAL067C	851230	SEO1	NaN
YMR295C	855341	NaN	NaN
YOL156W	854009	HXT11	LGT3
YGR127W	853028	NaN	NaN
YER078C	856811	ICP55	NaN
YDL208W	851319	NHP2	NaN
YPR042C	856155	PUF2	NaN
YOL145C	854020	CTR9	CDP1
YMR182C	855220	RGM1	NaN
YLR418C	851136	CDC73	NaN
YNL014W	855718	HEF3	ZRG7
YDR543C	NaN	NaN	NaN
YPR012W	NaN	NaN	NaN
YOR081C	854248	TGL5	STC2
YLR398C	851114	SKI2	NaN
YAL054C	851245	ACS1	FUN44
YDR295C	851889	HDA2	PLO2
YPL013C	856094	MRPS16	NaN
YDL005C	851559	MED2	NaN
YDR207C	851788	UME6	CAR80
YDR207C	851788	UME6	NIM2
YDR207C	851788	UME6	RIM16
YLL067W-A	850476	NaN	NaN
YFR023W	850579	PES4	NaN
YER171W	856918	RAD3	REM1
YCR076C	850439	FUB1	NaN
YDR401W	NaN	NaN	NaN
YJL190C	853249	RPS22A	RPS24
YJL190C	853249	RPS22A	rp50
YJL190C	853249	RPS22A	S22A
YJL190C	853249	RPS22A	S24A
YJL190C	853249	RPS22A	YS22
YDR510C-A	NaN	NaN	NaN
YER051W	856777	JHD1	JHDM1
YER051W	856777	JHD1	KDM2
YPL178W	855925	CBC2	CBP20
YPL178W	855925	CBC2	MUD13
YPL178W	855925	CBC2	SAE1
YOR267C	854441	HRK1	NaN
YML097C	854876	VPS9	VPL31
YML097C	854876	VPS9	VPT9
YFL034C-B	850508	MOB2	YFL035C
YFL034C-B	850508	MOB2	YFL035C-A
YJR110W	853574	YMR1	NaN
YHR099W	856499	TRA1	NaN
YHL023C	856362	NPR3	RMD11
YER048W-A	856774	ISD11	NaN
YEL075C	856634	NaN	NaN
YKL109W	853751	HAP4	NaN
YCR049C	NaN	NaN	NaN
YLR195C	850892	NMT1	CDC72
YJR001W	853457	AVT1	NaN
YDR222W	851808	NaN	NaN
YLR223C	850920	IFH1	NaN
YOR170W	NaN	NaN	NaN
YOR335W-A	NaN	NaN	NaN
YEL072W	856637	RMD6	NaN
YDL159C-B	NaN	NaN	YDL159C-A
YPL003W	856104	ULA1	ENR2
YGR241C	853157	YAP1802	NaN
YKR105C	853980	VBA5	NaN
YJL192C	853247	SOP4	NaN
YDR311W	851906	TFB1	NaN
YGR007W	852890	ECT1	MUQ1
YPL193W	855908	RSA1	NaN
YJL142C	NaN	IRC9	NaN
YLR006C	850692	SSK1	NaN
YHR188C	856595	GPI16	NaN
YNL267W	855454	PIK1	PIK120
YNL267W	855454	PIK1	PIK41
YDR044W	851614	HEM13	NaN
YNL154C	855568	YCK2	NaN
YHR214W	856621	NaN	NaN
YHR214W	851295	NaN	NaN
YBR296C	852599	PHO89	ITN1
YBR103C-A	NaN	NaN	NaN
YFL055W	850489	AGP3	NaN
YGL074C	NaN	NaN	NaN
YDL209C	851318	CWC2	NTC40
YPL165C	855938	SET6	NaN
YBR089C-A	852386	NHP6B	YBR090C-A
YPR145W	856268	ASN1	NaN
YOR358W	854540	HAP5	NaN
YGR057C	852948	LST7	NaN
YOR153W	854324	PDR5	LEM1
YOR153W	854324	PDR5	STS1
YOR153W	854324	PDR5	YDR1
YLR194C	850891	NCW2	NaN
YOL009C	854153	MDM12	NaN
YLR270W	850974	DCS1	DcpS
YIL100W	NaN	NaN	NaN
YPL038W	856069	MET31	NaN
YOR245C	854419	DGA1	NaN
YLR290C	850997	COQ11	NaN
YLR438W	851158	CAR2	cargB
YJR152W	853617	DAL5	UREP1
YGL263W	852628	COS12	NaN
YOR241W	854415	MET7	MET23
YJL072C	853373	PSF2	CDC102
YJR056C	853518	NaN	NaN
YLR389C	851105	STE23	NaN
YPR160C-A	NaN	NaN	NaN
YFL002C	850549	SPB4	NaN
YDR249C	851836	NaN	NaN
YER172C-A	NaN	NaN	NaN
YNL238W	855483	KEX2	QDS1
YNL238W	855483	KEX2	SRB1
YNL238W	855483	KEX2	VMA45
YNL238W	855483	KEX2	kexin
YNL238W	855483	KEX2	yscF
YMR068W	855090	AVO2	NaN
YGR176W	NaN	NaN	NaN
YJL038C	853413	LOH1	OSW4
YPR185W	856315	ATG13	APG13
YNL057W	NaN	NaN	NaN
YOR334W	854511	MRS2	NaN
YBL081W	852197	NaN	NaN
YLL033W	850626	IRC19	RRG4
YLL033W	850626	IRC19	GON2
YKL196C	853638	YKT6	NaN
YGR269W	NaN	NaN	NaN
YMR144W	855175	FDO1	NaN
YBL041W	852239	PRE7	PRS3
YLR361C	851075	DCR2	NaN
YDL212W	851314	SHR3	APF1
YCL032W	850325	STE50	NaN
YLR353W	851067	BUD8	NaN
YPL167C	855936	REV3	PSO1
YKL188C	853647	PXA2	PAT1
YNL183C	855538	NPR1	NaN
YPL032C	856075	SVL3	NaN
YDR142C	851720	PEX7	PAS7
YDR142C	851720	PEX7	PEB1
YLR123C	NaN	NaN	NaN
YDR267C	851860	CIA1	NaN
YMR060C	855082	SAM37	MAS37
YMR060C	855082	SAM37	PET3027
YMR060C	855082	SAM37	TOM37
YKL076C	NaN	PSY1	NaN
YGR214W	853128	RPS0A	NAB1
YGR214W	853128	RPS0A	NAB1A
YGR214W	853128	RPS0A	YST1
YGR214W	853128	RPS0A	S0A
YDR215C	NaN	NaN	NaN
YER129W	856866	SAK1	PAK1
YKR026C	853896	GCN3	AAS2
YGR095C	852987	RRP46	NaN
YFR008W	850559	FAR7	NaN
YDR047W	851617	HEM12	HEM6
YER015W	856734	FAA2	FAM1
YOL162W	854002	NaN	NaN
YNR047W	855783	FPK1	NaN
YLR019W	850706	PSR2	NaN
YLR209C	850906	PNP1	NaN
YLR438C-A	851159	LSM3	SMX4
YLR438C-A	851159	LSM3	USS2
YGR134W	853035	CAF130	NaN
YMR117C	855144	SPC24	NaN
YBR011C	852296	IPP1	PPA1
YDR069C	851641	DOA4	DOS1
YDR069C	851641	DOA4	MUT4
YDR069C	851641	DOA4	NPI2
YDR069C	851641	DOA4	SSV7
YDR069C	851641	DOA4	UBP4
YLR314C	851024	CDC3	NaN
YDR503C	852114	LPP1	NaN
YJR137C	853602	MET5	ECM17
YNL093W	855631	YPT53	NaN
YER181C	NaN	NaN	NaN
YCR039C	850406	MATALPHA2	ALPHA2
YCR039C	850292	MATALPHA2	ALPHA2
YDR080W	851653	VPS41	CVT8
YDR080W	851653	VPS41	FET2
YDR080W	851653	VPS41	SVL2
YDR080W	851653	VPS41	VAM2
YDR080W	851653	VPS41	VPL20
YAR070C	NaN	NaN	NaN
YPL074W	856031	YTA6	NaN
YJL054W	853392	TIM54	NaN
YPL065W	856040	VPS28	VPL13
YPL065W	856040	VPS28	VPT28
YOR226C	854401	ISU2	NUA2
YOR168W	854339	GLN4	glutamyl-tRNA synthetase
YJL081C	853364	ARP4	ACT3
YJL219W	853236	HXT9	NaN
YER100W	856837	UBC6	DOA2
YDL174C	851380	DLD1	NaN
YOL111C	854038	MDY2	GET5
YOL111C	854038	MDY2	TMA24
YCR073W-A	850437	SOL2	YCRX13W
YOR368W	854550	RAD17	NaN
YJL134W	853307	LCB3	LBP1
YJL134W	853307	LCB3	YSR2
YBL096C	NaN	NaN	NaN
YKL064W	853801	MNR2	NaN
YEL006W	856712	YEA6	NDT2
YBR189W	852487	RPS9B	RPS13A
YBR189W	852487	RPS9B	SUP46
YBR189W	852487	RPS9B	rp21
YBR189W	852487	RPS9B	S13
YBR189W	852487	RPS9B	S9B
YBR189W	852487	RPS9B	YS11
YLL051C	850675	FRE6	NaN
YLR158C	850857	ASP3-3	ASP3
YLR158C	850855	ASP3-3	ASP3
YLR158C	850852	ASP3-3	ASP3
YLR158C	850850	ASP3-3	ASP3
YNL074C	855650	MLF3	YMK1
YKL130C	853728	SHE2	NaN
YNL329C	855387	PEX6	PAS8
YKL195W	853639	MIA40	FMP15
YKL195W	853639	MIA40	TIM40
YML068W	854934	ITT1	NaN
YLR402W	NaN	NaN	NaN
YEL049W	856662	PAU2	NaN
YGL150C	852728	INO80	NaN
YOR131C	854299	NaN	NaN
YNL011C	855721	NaN	NaN
YDR172W	851752	SUP35	GST1
YDR172W	851752	SUP35	PNM2
YDR172W	851752	SUP35	SAL3
YDR172W	851752	SUP35	SUF12
YDR172W	851752	SUP35	SUP2
YDR172W	851752	SUP35	SUP36
YDR172W	851752	SUP35	eRF3
YDR172W	851752	SUP35	[PSI(+)]
YDR172W	851752	SUP35	[PSI]
YKL206C	853629	ADD66	PBA2
YKL206C	853629	ADD66	POC2
YAR019W-A	NaN	NaN	NaN
YAR069C	1466534	NaN	NaN
YOR134W	854302	BAG7	NaN
YGR203W	853117	YCH1	NaN
YPL220W	855881	RPL1A	SSM1
YPL220W	855881	RPL1A	SSM2
YPL220W	855881	RPL1A	L1A
YPL220W	852742	RPL1A	SSM1
YPL220W	852742	RPL1A	SSM2
YPL220W	852742	RPL1A	L1A
YMR257C	855299	PET111	NaN
YGL127C	852750	SOH1	MED31
YOR078W	854245	BUD21	UTP16
YOR078W	854245	BUD21	YOR29-29
YKL075C	853787	NaN	NaN
YDR286C	851880	NaN	NaN
YER037W	856759	PHM8	NaN
YJR160C	853625	MPH3	NaN
YPL176C	855927	TRE1	NaN
YMR221C	855261	FMP42	NaN
YJR057W	853520	CDC8	NaN
YOL109W	854040	ZEO1	NaN
YKL071W	853792	NaN	NaN
YPR070W	856183	MED1	NaN
YGR202C	853116	PCT1	BSR2
YGR202C	853116	PCT1	CCT1
YAR033W	851284	MST28	NaN
YER031C	856753	YPT31	YPT8
YHR214C-E	1466535	NaN	NaN
YDL175C	851379	AIR2	NaN
YMR003W	855015	AIM34	NaN
YGL181W	852694	GTS1	FHT1
YGL181W	852694	GTS1	LSR1
YER050C	856776	RSM18	NaN
YLR175W	850872	CBF5	NaN
YDR037W	851607	KRS1	GCD5
YDR037W	851607	KRS1	lysyl-tRNA synthetase
YDR151C	851729	CTH1	NaN
YGR116W	853011	SPT6	CRE2
YGR116W	853011	SPT6	SSN20
YML081W	854894	TDA9	NaN
YGR180C	853091	RNR4	CRT3
YGR180C	853091	RNR4	PSO3
YNL056W	855668	OCA2	NaN
YDR004W	851567	RAD57	NaN
YHR027C	856422	RPN1	HRD2
YHR027C	856422	RPN1	NAS1
YML018C	854990	NaN	NaN
YIL025C	NaN	NaN	NaN
YER155C	856899	BEM2	IPL2
YER155C	856899	BEM2	SUP9
YER155C	856899	BEM2	TSL1
YLR146W-A	3799977	NaN	NaN
YBR297W	852600	MAL33	MAL3R
YBR297W	852600	MAL33	MALR
YBL008W-A	1466442	NaN	NaN
YJR117W	853581	STE24	AFC1
YJR117W	853581	STE24	PIO2
YEL034C-A	NaN	NaN	NaN
YNL022C	855709	RCM1	NaN
YML032C	854976	RAD52	NaN
YOR192C	854364	THI72	NaN
YPR108W-A	1466522	NaN	NaN
YOR304C-A	854481	BIL1	NaN
YBL012C	NaN	NaN	NaN
YBR156C	852453	SLI15	NaN
YGL187C	852688	COX4	NaN
YLR066W	850755	SPC3	NaN
YDL166C	851388	FAP7	NaN
YBL077W	NaN	NaN	NaN
YKR097W	853972	PCK1	JPM2
YKR097W	853972	PCK1	PPC1
YOR145C	854317	PNO1	DIM2
YOR145C	854317	PNO1	RRP20
YOL067C	854087	RTG1	NaN
YDR063W	851635	AIM7	GMF1
YDR063W	851635	AIM7	Glia maturation factor
YDR063W	851635	AIM7	GMF
YIL112W	854694	HOS4	NaN
YNL042W	855686	BOP3	NaN
YNL175C	855547	NOP13	NaN
YBR162W-A	852460	YSY6	NaN
YGL057C	852823	GEP7	NaN
YGL244W	852607	RTF1	CSL3
YPR050C	NaN	NaN	NaN
YOR116C	854283	RPO31	RPC1
YOR116C	854283	RPO31	RPC160
YOR116C	854283	RPO31	C160
YOL070C	854084	NBA1	NaN
YMR126C	855156	DLT1	NaN
YOL033W	854124	MSE1	mitochondrial glutamyl-tRNA synthetase
YOR033C	854198	EXO1	DHS1
YOL024W	854134	NaN	NaN
YNL265C	855456	IST1	NaN
YMR179W	855217	SPT21	NaN
YMR067C	855089	UBX4	CUI1
YPL272C	855856	PBI1	NaN
YKL108W	853752	SLD2	DRC1
YDR032C	851596	PST2	NaN
YLL018C-A	850642	COX19	NaN
YNL131W	855592	TOM22	MAS17
YNL131W	855592	TOM22	MAS22
YNL131W	855592	TOM22	MOM22
YNL307C	855409	MCK1	CMS1
YNL307C	855409	MCK1	YPK1
YLR092W	850781	SUL2	NaN
YGR287C	853204	IMA1	NaN
YIR012W	854829	SQT1	NaN
YKL009W	853860	MRT4	NaN
YOR324C	854503	FRT1	HPH1
YOR006C	854167	TSR3	NaN
YDL143W	851412	CCT4	ANC2
YDL143W	851412	CCT4	TCP4
YIL156W	854650	UBP7	NaN
YOR166C	854337	SWT1	NaN
YPR016W-A	NaN	NaN	NaN
YOR177C	854349	MPC54	NaN
YPL077C	856028	NaN	NaN
YNR003W-A	NaN	NaN	NaN
YHR112C	856512	NaN	NaN
YMR150C	855182	IMP1	PET-TS2858
YBR256C	852559	RIB5	NaN
YDR071C	851643	PAA1	NaN
YDR093W	851667	DNF2	NaN
YLR373C	851088	VID22	NaN
YJL165C	853274	HAL5	NaN
YOL004W	854158	SIN3	CPE1
YOL004W	854158	SIN3	GAM2
YOL004W	854158	SIN3	RPD1
YOL004W	854158	SIN3	SDI1
YOL004W	854158	SIN3	SDS16
YOL004W	854158	SIN3	UME4
YOL125W	853995	TRM13	NaN
YML010W	854999	SPT5	NaN
YDR149C	NaN	NaN	NaN
YOR128C	854295	ADE2	NaN
YDR384C	851992	ATO3	NaN
YIL047C-A	NaN	NaN	NaN
YGR245C	853160	SDA1	NaN
YER053C	856779	PIC2	NaN
YLR029C	850716	RPL15A	RPL10A
YLR029C	850716	RPL15A	L13A
YLR029C	850716	RPL15A	L15A
YLR029C	850716	RPL15A	rp15R
YLR029C	850716	RPL15A	YL10
YIR030W-A	NaN	NaN	NaN
YGR016W	852899	NaN	NaN
YLR224W	850921	UCC1	NaN
YLR299W	851006	ECM38	CIS2
YMR026C	855041	PEX12	PAS11
YBL076C	852202	ILS1	isoleucyl-tRNA synthetase
YHR050W	856447	SMF2	NaN
YLR309C	851018	IMH1	SYS3
YNR038W	855774	DBP6	NaN
YIL002C	854815	INP51	SJL1
YDL164C	851391	CDC9	MMS8
YJL078C	853367	PRY3	NaN
YBR030W	852318	RKM3	NaN
YPL047W	856060	SGF11	NaN
YGR111W	853008	NaN	NaN
YKL015W	853854	PUT3	NaN
YOR118W	854285	RTC5	NaN
YNR008W	855742	LRO1	NaN
YGL077C	852803	HNM1	CTR1
YPR133C	856251	SPN1	IWS1
YAR071W	851299	PHO11	NaN
YDL049C	851511	KNH1	NaN
YEL039C	856672	CYC7	iso-2-cytochrome c
YAL064W	851235	NaN	NaN
YHR167W	856572	THP2	NaN
YGR037C	852925	ACB1	NaN
YPR082C	856197	DIB1	SNU16
YKR002W	853871	PAP1	NaN
YJL020W-A	NaN	NaN	NaN
YOL010W	854152	RCL1	NaN
YBL053W	NaN	NaN	NaN
YOR083W	854249	WHI5	NaN
YLR367W	851082	RPS22B	rp50
YLR367W	851082	RPS22B	S22B
YLR367W	851082	RPS22B	S24B
YLR367W	851082	RPS22B	YS22
YHR168W	856573	MTG2	NaN
YDR334W	851934	SWR1	NaN
YGR109C	853003	CLB6	NaN
YCR047W-A	NaN	NaN	NaN
YPL189C-A	1466518	COA2	NaN
YNL254C	855467	RTC4	NaN
YER044C	856767	ERG28	BUD18
YGR133W	853034	PEX4	PAS2
YGR133W	853034	PEX4	UBC10
YBR096W	852393	NaN	NaN
YDL217C	851309	TIM22	NaN
YKL210W	853670	UBA1	NaN
YER048C	856772	CAJ1	NaN
YDL036C	851525	PUS9	NaN
YDR456W	852066	NHX1	NHA2
YDR456W	852066	NHX1	VPL27
YDR456W	852066	NHX1	VPS44
YBL073W	NaN	NaN	NaN
YHR203C	856610	RPS4B	rp5
YHR203C	856610	RPS4B	S4B
YHR203C	856610	RPS4B	S7B
YHR203C	856610	RPS4B	YS6
YHR203C	853610	RPS4B	rp5
YHR203C	853610	RPS4B	S4B
YHR203C	853610	RPS4B	S7B
YHR203C	853610	RPS4B	YS6
YNL151C	855571	RPC31	ACP2
YNL151C	855571	RPC31	RPC8
YNL151C	855571	RPC31	C31
YHR032C-A	NaN	NaN	NaN
YMR261C	855303	TPS3	NaN
YLR280C	NaN	NaN	NaN
YBR033W	852321	EDS1	NaN
YIL046W-A	1466492	NaN	NaN
YKR046C	853920	PET10	NaN
YKL170W	853684	MRPL38	MRPL34
YKL170W	853684	MRPL38	YmL34
YKL170W	853684	MRPL38	YmL38
YER028C	856750	MIG3	NaN
YOL037C	NaN	NaN	NaN
YGL258W-A	852633	NaN	NaN
YNL090W	855634	RHO2	NaN
YDL032W	NaN	NaN	NaN
YCR098C	850462	GIT1	NaN
YNL038W	855690	GPI15	NaN
YMR281W	855324	GPI12	NaN
YHR213W-A	1466532	NaN	NaN
YMR175W-A	1466501	NaN	NaN
YMR259C	855301	TRM732	NaN
YDR221W	851807	GTB1	NaN
YGL202W	852672	ARO8	NaN
YLR381W	851097	CTF3	CHL3
YLR448W	851169	RPL6B	L17B
YLR448W	851169	RPL6B	L6B
YLR448W	851169	RPL6B	rp18
YLR448W	851169	RPL6B	YL16
YPL056C	856051	LCL1	NaN
YLR098C	850787	CHA4	SIL2
YLR098C	850787	CHA4	SIL3
YDR320C	851918	SWA2	AUX1
YDR320C	851918	SWA2	BUD24
YDR344C	NaN	NaN	NaN
YNR030W	855764	ALG12	ECM39
YAL016C-A	NaN	NaN	NaN
YPR074C	856188	TKL1	NaN
YOR233W	854408	KIN4	KIN3
YOR233W	854408	KIN4	KIN31
YHR194W	856601	MDM31	NaN
YER053C-A	856780	NaN	NaN
YNL006W	855726	LST8	NaN
YMR047C	855066	NUP116	NSP116
YHR127W	856528	NaN	HSN1
YBL094C	NaN	NaN	NaN
YLR300W	851007	EXG1	BGL1
YJL127C-B	1466466	NaN	YJL127C-A
YOL017W	854143	ESC8	NaN
YLR192C	850889	HCR1	NaN
YHR149C	856554	SKG6	NaN
YLR399W-A	NaN	NaN	NaN
YGR296C-B	4594642	NaN	NaN
YLR293C	851000	GSP1	CNR1
YLR293C	851000	GSP1	CST17
YHR130C	NaN	NaN	NaN
YPR094W	856209	RDS3	NaN
YHR051W	856448	COX6	NaN
YDL056W	851503	MBP1	NaN
YDR084C	851657	TVP23	NaN
YFL052W	850492	NaN	NaN
YIL152W	854654	NaN	NaN
YMR205C	855245	PFK2	NaN
YMR235C	855275	RNA1	NaN
YCR009C	850367	RVS161	END6
YCR009C	850367	RVS161	FUS7
YCR009C	850367	RVS161	SPE161
YBL036C	852244	NaN	NaN
YER143W	856886	DDI1	VSM1
YDL051W	851509	LHP1	LAH1
YDL051W	851509	LHP1	YLA1
YDL051W	851509	LHP1	La protein
YMR241W	855282	YHM2	NaN
YIL155C	854651	GUT2	NaN
YPL136W	NaN	NaN	NaN
YDL161W	851392	ENT1	NaN
YOR323C	854501	PRO2	NaN
YER014W	856733	HEM14	NaN
YLR044C	850733	PDC1	NaN
YGL049C	852833	TIF4632	eIF4G2
YGR263C	853179	SAY1	NaN
YNL214W	855507	PEX17	PAS9
YNL019C	855712	NaN	NaN
YMR316C-A	855365	NaN	NaN
YEL008W	NaN	NaN	NaN
YJR074W	853537	MOG1	NaN
YGR064W	NaN	NaN	NaN
YBL111C	852161	NaN	NaN
YOL030W	854127	GAS5	NaN
YER034W	856756	NaN	NaN
YMR210W	855250	MGL2	NaN
YMR158W	855190	MRPS8	NaN
YOL019W-A	1466477	NaN	NaN
YDR375C	851981	BCS1	NaN
YER114C	856850	BOI2	BEB1
YLR035C	850722	MLH2	NaN
YMR162C	855197	DNF3	NaN
YJL197W	853242	UBP12	NaN
YBR110W	852407	ALG1	NaN
YJL048C	853399	UBX6	CUI2
YGL131C	852746	SNT2	NaN
YFL028C	850516	CAF16	NaN
YJL208C	853222	NUC1	NaN
YOR155C	854326	ISN1	NaN
YDR383C	851991	NKP1	NaN
YPL154C	855949	PEP4	PHO9
YPL154C	855949	PEP4	PRA1
YPL154C	855949	PEP4	yscA
YDR453C	852064	TSA2	cTPxII
YNL031C	855700	HHT2	BUR5
YNL031C	855700	HHT2	SIN2
YNL031C	852295	HHT2	BUR5
YNL031C	852295	HHT2	SIN2
YER008C	856726	SEC3	PSL1
YDR269C	NaN	NaN	NaN
YKR050W	853924	TRK2	RPD2
YDR273W	851866	DON1	NaN
YGR257C	853173	MTM1	NaN
YJR099W	853562	YUH1	NaN
YOR242C	854416	SSP2	NaN
YNR019W	855753	ARE2	SAT1
YAL047W-A	NaN	NaN	NaN
YDR406W	852015	PDR15	NaN
YKL096W	853766	CWP1	YJU1
YKR061W	853935	KTR2	NaN
YIL103W	854703	DPH1	KIF48
YGL253W	852639	HXK2	HEX1
YGL253W	852639	HXK2	HKB
YGL253W	852639	HXK2	SCI2
YBL001C	852285	ECM15	NaN
YPR087W	NaN	VPS69	NaN
YGL045W	852837	RIM8	ART9
YGL045W	852837	RIM8	PAL3
YGL045W	852837	RIM8	YGL046W
YOR086C	854253	TCB1	NaN
YDL247W	851350	MPH2	NaN
YGR222W	853137	PET54	NaN
YPR146C	NaN	NaN	NaN
YLR383W	851099	SMC6	RHC18
YCR077C	850440	PAT1	MRT1
YNL049C	855678	SFB2	ISS1
YGL143C	852734	MRF1	NaN
YNR004W	855738	SWM2	NaN
YJR016C	853473	ILV3	NaN
YML027W	854981	YOX1	NaN
YDR545C-A	NaN	NaN	NaN
YHL030W	856355	ECM29	NaN
YIL094C	854714	LYS12	LYS10
YIL094C	854714	LYS12	LYS11
YGL142C	852735	GPI10	NaN
YDL185C-A	NaN	NaN	NaN
YMR163C	855198	INP2	NaN
YER190C-A	NaN	NaN	NaN
YAL013W	851220	DEP1	FUN54
YBR111C	852408	YSA1	RMA2
YPL112C	855991	PEX25	NaN
YKL040C	853826	NFU1	NUB1
YJL158C	853282	CIS3	CCW11
YJL158C	853282	CIS3	CCW5
YJL158C	853282	CIS3	PIR4
YBR072W	852364	HSP26	NaN
YDR276C	851869	PMP3	SNA1
YHR120W	856520	MSH1	NaN
YGR227W	853142	DIE2	ALG10
YKL013C	853856	ARC19	NaN
YMR018W	855032	PEX9	NaN
YBL039W-B	1466441	NaN	YBL039W-A
YIR018C-A	1466494	NaN	NaN
YGR232W	853147	NAS6	NaN
YCR037C	850403	PHO87	NaN
YDR298C	851892	ATP5	OSC1
YDR298C	851892	ATP5	oligomycin sensitivity-conferring protein
YIR029W	854847	DAL2	ALC1
YBR054W	852343	YRO2	NaN
YKL065C	853800	YET1	NaN
YBL070C	NaN	NaN	NaN
YDR370C	851976	DXO1	NaN
YLR166C	850863	SEC10	NaN
YIL066C	854744	RNR3	DIN1
YIL066C	854744	RNR3	RIR3
YML095C	854878	RAD10	NaN
YNL098C	855625	RAS2	CTN5
YNL098C	855625	RAS2	CYR3
YNL098C	855625	RAS2	GLC5
YNL098C	855625	RAS2	TSL7
YDR357C	851959	CNL1	BLC1
YDL151C	NaN	BUD30	NaN
YKL141W	853716	SDH3	CYB3
YKL141W	853716	SDH3	YKL4
YCR088W	850450	ABP1	NaN
YDR495C	852106	VPS3	PEP6
YDR495C	852106	VPS3	VPL3
YDR495C	852106	VPS3	VPT17
YNL293W	855423	MSB3	GYP3
YMR315W-A	1466508	NaN	NaN
YMR237W	855277	BCH1	NaN
YPL215W	855886	CBP3	NaN
YPL135W	855968	ISU1	NUA1
YPR184W	856314	GDB1	NaN
YPR037C	856152	ERV2	NaN
YOR175C	854346	ALE1	LCA1
YOR175C	854346	ALE1	LPT1
YOR175C	854346	ALE1	SLC4
YHR145C	NaN	NaN	NaN
YNL077W	855647	APJ1	NaN
YNL177C	855544	MRPL22	YmL22
YGR277C	853194	CAB4	NaN
YNL200C	855521	NNR1	NaN
YMR305C	855352	SCW10	NaN
YPR035W	856147	GLN1	NaN
YLR081W	850770	GAL2	NaN
YBR139W	852436	NaN	NaN
YML041C	854966	VPS71	SWC6
YJL111W	853333	CCT7	TCP7
YKR086W	853961	PRP16	PRP23
YKR086W	853961	PRP16	RNA16
YLR432W	851152	IMD3	NaN
YDR259C	851846	YAP6	HAL7
YIL048W	854763	NEO1	NaN
YBR128C	852425	ATG14	APG14
YBR128C	852425	ATG14	CVT12
YKL016C	853853	ATP7	NaN
YBR199W	852498	KTR4	NaN
YNL076W	855648	MKS1	LYS80
YAL066W	NaN	NaN	NaN
YHR098C	856498	SFB3	LST1
YPL015C	856092	HST2	NaN
YNL020C	855711	ARK1	NaN
YDR502C	852113	SAM2	ETH2
YDR447C	852058	RPS17B	RP51B
YDR447C	852058	RPS17B	RPL51B
YDR447C	852058	RPS17B	rp51B
YDR447C	852058	RPS17B	S17B
YDL039C	851522	PRM7	YDL038C
YJL074C	853371	SMC3	NaN
YOR164C	854335	GET4	ENV8
YKL166C	853688	TPK3	NaN
YEL042W	856669	GDA1	NaN
YML094C-A	NaN	NaN	YML095C-A
YGR118W	853015	RPS23A	rp37
YGR118W	853015	RPS23A	S23A
YGR118W	853015	RPS23A	S28A
YGR118W	853015	RPS23A	YS14
YGR118W	856250	RPS23A	rp37
YGR118W	856250	RPS23A	S23A
YGR118W	856250	RPS23A	S28A
YGR118W	856250	RPS23A	YS14
YDL225W	851373	SHS1	SEP7
YIL006W	854811	YIA6	NDT1
YHR182W	856588	NaN	NaN
YOL097C	854056	WRS1	HRE342
