gene_id	type
YKR065C	non_essential
YKR066C	non_essential
YKR067W	non_essential
YKR068C	essential
YKR069W	non_essential
YKR070W	non_essential
YKR071C	essential
YKR072C	non_essential
YKR073C	non_essential
YKR074W	non_essential
YKR075C	essential
YKR075W-A	non_essential
YKR076W	non_essential
YKR077W	non_essential
YKR078W	non_essential
YKR079C	essential
YKR080W	non_essential
YKR081C	essential
YKR082W	non_essential
YKR083C	essential
YKR084C	non_essential
YKR085C	non_essential
YKR086W	essential
YKR087C	non_essential
YKR088C	non_essential
YKR089C	non_essential
YKR090W	non_essential
YKR091W	non_essential
YKR092C	non_essential
YKR093W	non_essential
YKR094C	non_essential
YKR095W	non_essential
YKR095W-A	non_essential
YKR096W	non_essential
YKR097W	non_essential
YKR098C	non_essential
YKR099W	non_essential
YKR100C	non_essential
YKR101W	non_essential
YKR102W	non_essential
YKR103W	non_essential
YKR104W	non_essential
YKR105C	non_essential
YKR106W	non_essential
YLL001W	non_essential
YLL002W	non_essential
YLL003W	essential
YLL004W	essential
YLL005C	non_essential
YLL006W	non_essential
YLL006W-A	non_essential
YLL007C	non_essential
YLL008W	essential
YLL009C	non_essential
YLL010C	non_essential
YLL011W	essential
YLL012W	non_essential
YLL013C	non_essential
YLL014W	non_essential
YLL015W	non_essential
YLL018C	essential
YLL018C-A	non_essential
YLL019C	non_essential
YLL019W-A	non_essential
YLL020C	non_essential
YLL021W	non_essential
YLL022C	non_essential
YLL023C	non_essential
YLL024C	non_essential
YLL025W	non_essential
YLL026W	non_essential
YLL027W	non_essential
YLL028W	non_essential
YLL029W	non_essential
YLL030C	non_essential
YLL031C	essential
YLL032C	non_essential
YLL033W	non_essential
YLL034C	essential
YLL035W	essential
YLL036C	essential
YLL037W	essential
YLL038C	non_essential
YLL039C	non_essential
YLL040C	non_essential
YLL041C	non_essential
YLL042C	essential
YLL043W	non_essential
YLL044W	non_essential
YLL045C	non_essential
YLL046C	non_essential
YLL047W	non_essential
YLL048C	non_essential
YLL049W	non_essential
YLL050C	essential
YLL051C	non_essential
YLL052C	non_essential
YLL053C	non_essential
YLL054C	non_essential
YLL055W	non_essential
YLL056C	non_essential
YLL057C	non_essential
YLL058W	non_essential
YLL059C	non_essential
YLL060C	non_essential
YLL061W	non_essential
YLL062C	non_essential
YLL063C	non_essential
YLL064C	non_essential
YLL065W	non_essential
YLL066C	non_essential
YLL066W-A	non_essential
YLL066W-B	non_essential
YLL067C	non_essential
YLL067W-A	non_essential
YLR001C	non_essential
YLR002C	essential
YLR003C	non_essential
YLR004C	non_essential
YLR005W	essential
YLR006C	non_essential
YLR007W	essential
YLR008C	essential
YLR009W	essential
YLR010C	essential
YLR011W	non_essential
YLR012C	non_essential
YLR013W	essential
YLR014C	non_essential
YLR015W	non_essential
YLR016C	non_essential
YLR017W	non_essential
YLR018C	non_essential
YLR019W	non_essential
YLR020C	non_essential
YLR021W	non_essential
YLR022C	essential
YLR023C	non_essential
YLR024C	non_essential
YLR025W	non_essential
YLR026C	essential
YLR027C	essential
YLR028C	non_essential
YLR029C	essential
YLR030W	non_essential
YLR031W	non_essential
YLR032W	non_essential
YLR033W	essential
YLR034C	non_essential
YLR035C	non_essential
YLR036C	non_essential
YLR037C	non_essential
YLR038C	non_essential
YLR039C	non_essential
YLR040C	non_essential
YLR041W	non_essential
YLR042C	non_essential
YLR043C	non_essential
YLR044C	non_essential
YLR045C	essential
YLR046C	non_essential
YLR047C	non_essential
YLR048W	non_essential
YLR049C	non_essential
YLR050C	non_essential
YLR051C	essential
YLR052W	non_essential
YLR053C	non_essential
YLR054C	non_essential
YLR055C	non_essential
YLR056W	non_essential
YLR057W	non_essential
YLR058C	non_essential
YLR059C	essential
YLR060W	essential
YLR061W	non_essential
YLR062C	non_essential
YLR063W	non_essential
YLR064W	non_essential
YLR065C	non_essential
YLR066W	essential
YLR067C	non_essential
YLR068W	non_essential
YLR069C	non_essential
YLR070C	non_essential
YLR071C	essential
YLR072W	non_essential
YLR073C	non_essential
YLR074C	non_essential
YLR075W	essential
YLR076C	essential
YLR077W	non_essential
YLR078C	essential
YLR079W	non_essential
YLR080W	non_essential
YLR081W	non_essential
YLR082C	non_essential
YLR083C	non_essential
YLR084C	non_essential
YLR085C	non_essential
YLR086W	essential
YLR087C	non_essential
YLR088W	essential
YLR089C	non_essential
YLR090W	non_essential
YLR091W	non_essential
YLR092W	non_essential
YLR093C	non_essential
YLR094C	non_essential
YLR095C	non_essential
YLR096W	non_essential
YLR097C	essential
YLR098C	non_essential
YLR099C	non_essential
YLR099W-A	essential
YLR100W	essential
YLR101C	essential
YLR102C	non_essential
YLR103C	essential
YLR104W	non_essential
YLR105C	essential
YLR106C	essential
YLR107W	non_essential
YLR108C	non_essential
YLR109W	non_essential
YLR110C	non_essential
YLR111W	non_essential
YLR112W	non_essential
YLR113W	non_essential
YLR114C	non_essential
YLR115W	essential
YLR116W	essential
YLR117C	essential
YLR118C	non_essential
YLR119W	non_essential
YLR120C	non_essential
YLR120W-A	non_essential
YLR121C	non_essential
YLR122C	non_essential
YLR123C	non_essential
YLR124W	non_essential
YLR125W	non_essential
YLR126C	non_essential
YLR127C	essential
YLR128W	non_essential
YLR129W	essential
YLR130C	non_essential
YLR131C	non_essential
YLR132C	essential
YLR133W	non_essential
YLR134W	non_essential
YLR135W	non_essential
YLR136C	non_essential
YLR137W	non_essential
YLR138W	non_essential
YLR139C	non_essential
YLR140W	essential
YLR141W	essential
YLR142W	non_essential
YLR143W	non_essential
YLR144C	non_essential
YLR145W	essential
YLR146C	non_essential
YLR146W-A	non_essential
YLR147C	essential
YLR148W	non_essential
YLR149C	non_essential
YLR149C-A	non_essential
YLR150W	non_essential
YLR151C	non_essential
YLR152C	non_essential
YLR153C	essential
YLR154C	non_essential
YLR154C-G	non_essential
YLR154C-H	non_essential
YLR154W-A	non_essential
YLR154W-B	non_essential
YLR154W-C	non_essential
YLR154W-E	non_essential
YLR154W-F	non_essential
YLR155C	non_essential
YLR156C-A	non_essential
YLR156W	non_essential
YLR157C	non_essential
YLR157C-C	non_essential
YLR157W-D	non_essential
YLR157W-E	non_essential
YLR158C	non_essential
YLR159C-A	non_essential
YLR159W	non_essential
YLR160C	non_essential
YLR161W	non_essential
YLR162W	non_essential
YLR162W-A	non_essential
YLR163C	essential
YLR163W-A	non_essential
YLR164W	non_essential
YLR165C	non_essential
YLR166C	essential
YLR167W	essential
YLR168C	non_essential
YLR169W	non_essential
YLR170C	non_essential
YLR171W	non_essential
YLR172C	non_essential
YLR173W	non_essential
YLR174W	non_essential
YLR175W	essential
YLR176C	non_essential
YLR177W	non_essential
YLR178C	non_essential
YLR179C	non_essential
YLR180W	non_essential
YLR181C	non_essential
YLR182W	essential
YLR183C	non_essential
YLR184W	non_essential
YLR185W	non_essential
YLR186W	essential
YLR187W	non_essential
YLR188W	non_essential
YLR189C	non_essential
YLR190W	non_essential
YLR191W	non_essential
YLR192C	non_essential
YLR193C	non_essential
YLR194C	non_essential
YLR195C	essential
YLR196W	essential
YLR197W	essential
YLR198C	essential
YLR199C	non_essential
YLR200W	non_essential
YLR201C	non_essential
YLR202C	non_essential
YLR203C	non_essential
YLR204W	non_essential
YLR205C	non_essential
YLR206W	non_essential
YLR207W	non_essential
YLR208W	essential
YLR209C	non_essential
YLR210W	non_essential
YLR211C	non_essential
YLR212C	essential
YLR213C	non_essential
YLR214W	non_essential
YLR215C	essential
YLR216C	non_essential
YLR217W	non_essential
YLR218C	non_essential
YLR219W	non_essential
YLR220W	essential
YLR221C	non_essential
YLR222C	essential
YLR222C-A	non_essential
YLR223C	essential
YLR224W	non_essential
YLR225C	non_essential
YLR226W	non_essential
YLR227C	non_essential
YLR228C	non_essential
YLR229C	essential
YLR230W	essential
YLR231C	non_essential
YLR232W	non_essential
YLR233C	non_essential
YLR234W	non_essential
YLR235C	non_essential
YLR236C	non_essential
YLR237W	non_essential
YLR238W	non_essential
YLR239C	non_essential
YLR240W	essential
YLR241W	non_essential
YLR242C	non_essential
YLR243W	essential
YLR244C	non_essential
YLR245C	non_essential
YLR246W	non_essential
YLR247C	non_essential
YLR248W	non_essential
YLR249W	essential
YLR250W	non_essential
YLR251W	non_essential
YLR252W	non_essential
YLR253W	non_essential
YLR254C	non_essential
YLR255C	non_essential
YLR256W	non_essential
YLR257W	non_essential
YLR258W	non_essential
YLR259C	essential
YLR260W	non_essential
YLR261C	non_essential
YLR262C	non_essential
YLR262C-A	non_essential
YLR263W	non_essential
YLR264C-A	non_essential
YLR264W	non_essential
YLR265C	non_essential
YLR266C	non_essential
YLR267W	non_essential
YLR268W	non_essential
YLR269C	non_essential
YLR270W	non_essential
YLR271W	non_essential
YLR272C	essential
YLR273C	non_essential
YLR274W	essential
YLR275W	essential
YLR276C	essential
YLR277C	essential
YLR278C	non_essential
YLR279W	non_essential
YLR280C	non_essential
YLR281C	non_essential
YLR282C	non_essential
YLR283W	non_essential
YLR284C	non_essential
YLR285C-A	non_essential
YLR285W	non_essential
YLR286C	non_essential
YLR286W-A	non_essential
YLR287C	non_essential
YLR287C-A	non_essential
YLR288C	non_essential
YLR289W	non_essential
YLR290C	non_essential
YLR291C	essential
YLR292C	non_essential
YLR293C	essential
YLR294C	non_essential
YLR295C	non_essential
YLR296W	non_essential
YLR297W	non_essential
YLR298C	essential
YLR299C-A	non_essential
YLR299W	non_essential
YLR300W	non_essential
YLR301W	non_essential
YLR302C	non_essential
YLR303W	non_essential
YLR304C	non_essential
YLR305C	essential
YLR306W	non_essential
YLR307C-A	non_essential
YLR307W	non_essential
YLR308W	non_essential
YLR309C	non_essential
YLR310C	essential
YLR311C	essential
YLR312C	non_essential
YLR312W-A	non_essential
YLR313C	non_essential
YLR314C	essential
YLR315W	non_essential
YLR316C	essential
YLR317W	essential
YLR318W	non_essential
YLR319C	non_essential
YLR320W	non_essential
YLR321C	essential
YLR322W	non_essential
YLR323C	essential
YLR324W	non_essential
YLR325C	non_essential
YLR326W	non_essential
YLR327C	non_essential
YLR328W	non_essential
YLR329W	non_essential
YLR330W	non_essential
YLR331C	non_essential
YLR332W	non_essential
YLR333C	non_essential
YLR334C	non_essential
YLR335W	non_essential
YLR336C	essential
YLR337C	non_essential
YLR338W	non_essential
YLR339C	essential
YLR340W	essential
YLR341W	non_essential
YLR342W	non_essential
YLR342W-A	non_essential
YLR343W	non_essential
YLR344W	non_essential
YLR345W	non_essential
YLR346C	non_essential
YLR347C	essential
YLR347W-A	non_essential
YLR348C	non_essential
YLR349W	non_essential
YLR350W	non_essential
YLR351C	non_essential
YLR352W	non_essential
YLR353W	non_essential
YLR354C	non_essential
YLR355C	essential
YLR356W	non_essential
YLR357W	non_essential
YLR358C	non_essential
YLR359W	essential
YLR360W	non_essential
YLR361C	non_essential
YLR361C-A	non_essential
YLR362W	non_essential
YLR363C	non_essential
YLR363W-A	non_essential
YLR364C-A	non_essential
YLR364W	non_essential
YLR365W	non_essential
YLR366W	non_essential
YLR367W	non_essential
YLR368W	non_essential
YLR369W	non_essential
YLR370C	non_essential
YLR371W	essential
YLR372W	non_essential
YLR373C	non_essential
YLR374C	non_essential
YLR375W	essential
YLR376C	non_essential
YLR377C	non_essential
YLR378C	essential
YLR379W	essential
YLR379W-A	non_essential
YLR380W	non_essential
YLR381W	non_essential
YLR382C	non_essential
YLR383W	non_essential
YLR384C	non_essential
YLR385C	non_essential
YLR386W	non_essential
YLR387C	non_essential
YLR388W	non_essential
YLR389C	non_essential
YLR390W	non_essential
YLR390W-A	non_essential
YLR392C	non_essential
YLR393W	non_essential
YLR394W	non_essential
YLR395C	non_essential
YLR396C	non_essential
YLR397C	essential
YLR398C	non_essential
YLR399C	non_essential
YLR399W-A	non_essential
YLR400W	non_essential
YLR401C	non_essential
YLR402W	non_essential
YLR403W	essential
YLR404W	non_essential
YLR405W	non_essential
YLR406C	non_essential
YLR406C-A	non_essential
YLR407W	non_essential
YLR408C	non_essential
YLR409C	essential
YLR410W	non_essential
YLR411W	non_essential
YLR412C-A	non_essential
YLR412W	non_essential
YLR413W	non_essential
YLR414C	non_essential
YLR415C	non_essential
YLR416C	non_essential
YLR417W	non_essential
YLR418C	non_essential
YLR419W	non_essential
YLR420W	non_essential
YLR421C	non_essential
YLR422W	non_essential
YLR423C	essential
YLR424W	essential
YLR425W	non_essential
YLR426W	non_essential
YLR427W	non_essential
YLR428C	non_essential
YLR429W	non_essential
YLR430W	essential
YLR431C	non_essential
YLR432W	non_essential
YLR433C	non_essential
YLR434C	non_essential
YLR435W	non_essential
YLR436C	non_essential
YLR437C	non_essential
YLR437C-A	non_essential
YLR438C-A	essential
YLR438W	non_essential
YLR439W	non_essential
YLR440C	essential
YLR441C	non_essential
YLR442C	non_essential
YLR443W	non_essential
YLR444C	non_essential
YLR445W	non_essential
YLR446W	non_essential
YLR447C	non_essential
YLR448W	non_essential
YLR449W	non_essential
YLR450W	non_essential
YLR451W	non_essential
YLR452C	non_essential
YLR453C	non_essential
YLR454W	essential
YLR455W	non_essential
YLR456W	non_essential
YLR457C	essential
YLR458W	essential
YLR459W	essential
YLR460C	non_essential
YLR461W	non_essential
YLR462W	non_essential
YLR463C	non_essential
YLR464W	non_essential
YLR465C	non_essential
YLR466C-A	non_essential
YLR466C-B	non_essential
YLR466W	non_essential
YLR467C-A	non_essential
YLR467W	non_essential
YML001W	non_essential
YML002W	non_essential
YML003W	non_essential
YML004C	non_essential
YML005W	non_essential
YML006C	non_essential
YML007C-A	non_essential
YML007W	non_essential
YML008C	non_essential
YML009C	non_essential
YML009C-A	non_essential
YML009W-B	non_essential
YML010W	essential
YML011C	non_essential
YML012C-A	non_essential
YML012W	non_essential
YML013W	non_essential
YML014W	non_essential
YML015C	essential
YML016C	non_essential
YML017W	non_essential
YML018C	non_essential
YML019W	non_essential
YML020W	non_essential
YML021C	non_essential
YML022W	non_essential
YML023C	essential
YML024W	non_essential
YML025C	essential
YML026C	non_essential
YML027W	non_essential
YML028W	non_essential
YML029W	non_essential
YML030W	non_essential
YML031C-A	non_essential
YML031W	essential
YML032C	non_essential
YML034C-A	non_essential
YML034W	non_essential
YML035C	non_essential
YML036W	non_essential
YML037C	non_essential
YML038C	non_essential
YML041C	non_essential
YML042W	non_essential
YML043C	essential
YML046W	essential
YML047C	non_essential
YML047W-A	non_essential
YML048W	non_essential
YML049C	essential
YML050W	non_essential
YML051W	non_essential
YML052W	non_essential
YML053C	non_essential
YML054C	non_essential
YML054C-A	non_essential
YML055W	non_essential
YML056C	non_essential
YML057C-A	non_essential
YML057W	non_essential
YML058W	non_essential
YML058W-A	non_essential
YML059C	non_essential
YML060W	non_essential
YML061C	non_essential
YML062C	non_essential
YML063W	non_essential
YML064C	essential
YML065W	essential
YML066C	non_essential
YML067C	non_essential
YML068W	essential
YML069W	essential
YML070W	non_essential
YML071C	non_essential
YML072C	non_essential
YML073C	non_essential
YML074C	non_essential
YML075C	non_essential
YML076C	non_essential
YML077W	essential
YML078W	non_essential
YML079W	non_essential
YML080W	non_essential
YML081C-A	non_essential
YML081W	non_essential
YML082W	non_essential
YML083C	non_essential
YML084W	non_essential
YML085C	essential
YML086C	non_essential
YML087C	non_essential
YML088W	non_essential
YML089C	non_essential
YML090W	non_essential
YML091C	essential
YML092C	essential
YML093W	essential
YML094C-A	non_essential
YML094W	non_essential
YML095C	non_essential
YML096W	non_essential
YML097C	non_essential
YML098W	essential
YML099C	non_essential
YML099W-A	non_essential
YML100W	non_essential
YML100W-A	non_essential
YML101C	non_essential
YML101C-A	non_essential
YML102W	non_essential
YML103C	non_essential
YML104C	essential
YML105C	essential
YML106W	non_essential
YML107C	non_essential
YML108W	non_essential
YML109W	non_essential
YML110C	non_essential
YML111W	non_essential
YML112W	non_essential
YML113W	non_essential
YML114C	essential
YML115C	non_essential
YML116W	non_essential
YML116W-A	non_essential
YML117W	non_essential
YML118W	non_essential
YML119W	non_essential
YML120C	non_essential
YML121W	non_essential
YML122C	non_essential
YML123C	non_essential
YML124C	non_essential
YML125C	essential
YML126C	essential
YML127W	essential
YML128C	essential
YML129C	non_essential
YML130C	essential
YML131W	non_essential
YML132W	non_essential
YML133C	non_essential
YML133W-A	non_essential
YML133W-B	non_essential
YMR001C	essential
YMR001C-A	non_essential
YMR002W	non_essential
YMR003W	non_essential
YMR004W	non_essential
YMR005W	essential
YMR006C	non_essential
YMR007W	non_essential
YMR008C	non_essential
YMR008C-A	non_essential
YMR009W	non_essential
YMR010W	non_essential
YMR011W	non_essential
YMR012W	non_essential
YMR013C	essential
YMR013C-A	non_essential
YMR013W-A	non_essential
YMR014W	non_essential
YMR015C	non_essential
YMR016C	non_essential
YMR017W	non_essential
YMR018W	non_essential
YMR019W	non_essential
YMR020W	non_essential
YMR021C	non_essential
YMR022W	non_essential
YMR023C	non_essential
YMR024W	non_essential
YMR025W	non_essential
YMR026C	non_essential
YMR027W	non_essential
YMR028W	essential
YMR029C	non_essential
YMR030W	non_essential
YMR030W-A	non_essential
YMR031C	non_essential
YMR031W-A	non_essential
YMR032W	essential
YMR033W	essential
YMR034C	non_essential
YMR035W	non_essential
YMR036C	non_essential
YMR037C	non_essential
YMR038C	non_essential
YMR039C	non_essential
YMR040W	non_essential
YMR041C	non_essential
YMR042W	non_essential
YMR043W	essential
YMR044W	non_essential
YMR046W-A	non_essential
YMR047C	essential
YMR048W	non_essential
YMR049C	essential
YMR052C-A	non_essential
YMR052W	non_essential
YMR053C	non_essential
YMR054W	non_essential
YMR055C	non_essential
YMR056C	non_essential
YMR057C	non_essential
YMR058W	non_essential
YMR059W	essential
YMR060C	non_essential
YMR061W	essential
YMR062C	non_essential
YMR063W	non_essential
YMR064W	non_essential
YMR065W	non_essential
YMR066W	non_essential
YMR067C	non_essential
YMR068W	non_essential
YMR069W	non_essential
YMR070W	essential
YMR071C	essential
YMR072W	non_essential
YMR073C	non_essential
YMR074C	non_essential
YMR075C-A	non_essential
YMR075W	non_essential
YMR076C	essential
YMR077C	non_essential
YMR078C	non_essential
YMR079W	essential
YMR080C	non_essential
YMR081C	non_essential
YMR082C	non_essential
YMR083W	non_essential
YMR084W	non_essential
YMR085W	non_essential
YMR086C-A	non_essential
YMR086W	non_essential
YMR087W	non_essential
YMR088C	non_essential
YMR089C	non_essential
YMR090W	non_essential
YMR091C	essential
YMR092C	non_essential
YMR093W	essential
YMR094W	essential
YMR095C	non_essential
YMR096W	non_essential
YMR097C	non_essential
YMR098C	non_essential
YMR099C	non_essential
YMR100W	non_essential
YMR101C	non_essential
YMR102C	non_essential
YMR103C	non_essential
YMR104C	non_essential
YMR105C	non_essential
YMR105W-A	non_essential
YMR106C	non_essential
YMR107W	non_essential
YMR108W	non_essential
YMR109W	non_essential
YMR110C	non_essential
YMR111C	non_essential
YMR112C	essential
YMR113W	essential
YMR114C	non_essential
YMR115W	non_essential
YMR116C	non_essential
YMR117C	essential
YMR118C	non_essential
YMR119W	non_essential
YMR119W-A	non_essential
YMR120C	non_essential
YMR121C	non_essential
YMR122C	non_essential
YMR122W-A	non_essential
YMR123W	non_essential
YMR124W	non_essential
YMR125W	non_essential
YMR126C	non_essential
YMR127C	non_essential
YMR128W	essential
YMR129W	non_essential
YMR130W	non_essential
YMR131C	essential
YMR132C	non_essential
YMR133W	non_essential
YMR134W	essential
YMR135C	non_essential
YMR135W-A	non_essential
YMR136W	non_essential
YMR137C	non_essential
YMR138W	non_essential
YMR139W	non_essential
YMR140W	non_essential
YMR141C	non_essential
YMR141W-A	non_essential
YMR142C	non_essential
YMR143W	non_essential
YMR144W	non_essential
YMR145C	non_essential
YMR146C	essential
YMR147W	non_essential
YMR148W	non_essential
YMR149W	essential
YMR150C	non_essential
YMR151W	non_essential
YMR152W	non_essential
YMR153C-A	non_essential
YMR153W	non_essential
YMR154C	non_essential
YMR155W	non_essential
YMR156C	non_essential
YMR157C	non_essential
YMR158C-A	non_essential
YMR158W	non_essential
YMR158W-B	non_essential
YMR159C	essential
YMR160W	non_essential
YMR161W	non_essential
YMR162C	non_essential
YMR163C	non_essential
YMR164C	essential
YMR165C	non_essential
YMR166C	non_essential
YMR167W	non_essential
YMR168C	essential
YMR169C	non_essential
YMR170C	non_essential
YMR171C	non_essential
YMR172C-A	non_essential
YMR172W	non_essential
YMR173W	non_essential
YMR173W-A	non_essential
YMR174C	non_essential
YMR175W	non_essential
YMR175W-A	non_essential
YMR176W	non_essential
YMR177W	non_essential
YMR178W	non_essential
YMR179W	essential
YMR180C	non_essential
YMR181C	non_essential
YMR182C	non_essential
YMR182W-A	non_essential
YMR183C	non_essential
YMR184W	non_essential
YMR185W	essential
YMR186W	non_essential
YMR187C	non_essential
YMR188C	non_essential
YMR189W	non_essential
YMR190C	non_essential
YMR191W	non_essential
YMR192W	non_essential
YMR193C-A	non_essential
YMR193W	non_essential
YMR194C-A	non_essential
YMR194C-B	non_essential
YMR194W	non_essential
YMR195W	non_essential
YMR196W	non_essential
YMR197C	essential
YMR198W	essential
YMR199W	non_essential
YMR200W	essential
YMR201C	non_essential
YMR202W	non_essential
YMR203W	essential
YMR204C	non_essential
YMR205C	non_essential
YMR206W	non_essential
YMR207C	non_essential
YMR208W	essential
YMR209C	non_essential
YMR210W	non_essential
YMR211W	essential
YMR212C	essential
YMR213W	essential
YMR214W	non_essential
YMR215W	non_essential
YMR216C	non_essential
YMR217W	non_essential
YMR218C	essential
YMR219W	non_essential
YMR220W	essential
YMR221C	non_essential
YMR222C	non_essential
YMR223W	essential
YMR224C	non_essential
YMR225C	non_essential
YMR226C	non_essential
YMR227C	essential
YMR228W	non_essential
YMR229C	essential
YMR230W	non_essential
YMR230W-A	non_essential
YMR231W	non_essential
YMR232W	non_essential
YMR233W	non_essential
YMR234W	non_essential
YMR235C	essential
YMR236W	essential
YMR237W	non_essential
YMR238W	non_essential
YMR239C	essential
YMR240C	essential
YMR241W	non_essential
YMR242C	non_essential
YMR242W-A	non_essential
YMR243C	non_essential
YMR244C-A	non_essential
YMR244W	non_essential
YMR245W	non_essential
YMR246W	non_essential
YMR247C	non_essential
YMR247W-A	non_essential
YMR250W	non_essential
YMR251W	non_essential
YMR251W-A	non_essential
YMR252C	non_essential
YMR253C	non_essential
YMR254C	non_essential
YMR255W	non_essential
YMR256C	non_essential
YMR257C	non_essential
YMR258C	non_essential
YMR259C	non_essential
YMR260C	essential
YMR261C	non_essential
YMR262W	non_essential
YMR263W	non_essential
YMR264W	non_essential
YMR265C	non_essential
YMR266W	non_essential
YMR267W	non_essential
YMR268C	essential
YMR269W	non_essential
YMR270C	essential
YMR271C	non_essential
YMR272C	non_essential
YMR272W-A	non_essential
YMR272W-B	non_essential
YMR273C	non_essential
YMR274C	non_essential
YMR275C	non_essential
YMR276W	essential
YMR277W	essential
YMR278W	non_essential
YMR279C	non_essential
YMR280C	non_essential
YMR281W	essential
YMR282C	non_essential
YMR283C	non_essential
YMR284W	non_essential
YMR285C	non_essential
YMR286W	non_essential
YMR287C	non_essential
YMR288W	essential
YMR289W	non_essential
YMR290C	essential
YMR290W-A	essential
YMR291W	non_essential
YMR292W	non_essential
YMR293C	non_essential
YMR294W	non_essential
YMR294W-A	non_essential
YMR295C	non_essential
YMR296C	essential
YMR297W	non_essential
YMR298W	essential
YMR299C	non_essential
YMR300C	non_essential
YMR301C	essential
YMR302C	non_essential
YMR303C	non_essential
YMR304C-A	non_essential
YMR304W	non_essential
YMR305C	non_essential
YMR306C-A	non_essential
YMR306W	non_essential
YMR307C-A	non_essential
YMR307W	non_essential
YMR308C	essential
YMR309C	essential
YMR310C	non_essential
YMR311C	non_essential
YMR312W	non_essential
YMR313C	non_essential
YMR314W	essential
YMR315W	non_essential
YMR315W-A	non_essential
YMR316C-A	non_essential
YMR316C-B	non_essential
YMR316W	non_essential
YMR317W	non_essential
YMR318C	non_essential
YMR319C	non_essential
YMR320W	non_essential
YMR321C	non_essential
YMR322C	non_essential
YMR323W	non_essential
YMR324C	non_essential
YMR325W	non_essential
YMR326C	non_essential
YNL001W	non_essential
YNL002C	essential
YNL003C	non_essential
YNL004W	non_essential
YNL005C	non_essential
YNL006W	essential
YNL007C	essential
YNL008C	non_essential
YNL009W	non_essential
YNL010W	non_essential
YNL011C	non_essential
YNL012W	non_essential
YNL013C	non_essential
YNL014W	non_essential
YNL015W	non_essential
YNL016W	non_essential
YNL017C	non_essential
YNL018C	non_essential
YNL019C	non_essential
YNL020C	essential
YNL021W	non_essential
YNL022C	essential
YNL023C	non_essential
YNL024C	non_essential
YNL024C-A	essential
YNL025C	non_essential
YNL026W	essential
YNL027W	non_essential
YNL028W	essential
YNL029C	non_essential
YNL030W	non_essential
YNL031C	essential
YNL032W	non_essential
YNL033W	non_essential
YNL034W	non_essential
YNL035C	non_essential
YNL036W	non_essential
YNL037C	non_essential
YNL038W	essential
YNL039W	essential
YNL040W	non_essential
YNL041C	non_essential
YNL042W	non_essential
YNL042W-B	non_essential
YNL043C	non_essential
YNL044W	essential
YNL045W	non_essential
YNL046W	non_essential
YNL047C	non_essential
YNL048W	non_essential
YNL049C	non_essential
YNL050C	non_essential
YNL051W	non_essential
YNL052W	non_essential
YNL053W	non_essential
YNL054W	non_essential
YNL055C	non_essential
YNL056W	non_essential
YNL057W	non_essential
YNL058C	non_essential
YNL059C	essential
YNL061W	essential
YNL062C	essential
YNL063W	non_essential
YNL064C	non_essential
YNL065W	non_essential
YNL066W	non_essential
YNL067W	non_essential
YNL067W-A	non_essential
YNL067W-B	non_essential
YNL068C	non_essential
YNL069C	non_essential
YNL070W	non_essential
YNL071W	non_essential
YNL072W	non_essential
YNL073W	non_essential
YNL074C	non_essential
YNL075W	essential
YNL076W	non_essential
YNL077W	non_essential
YNL078W	non_essential
YNL079C	non_essential
YNL080C	non_essential
YNL081C	non_essential
YNL082W	non_essential
YNL083W	non_essential
YNL084C	non_essential
YNL085W	non_essential
YNL086W	non_essential
YNL087W	non_essential
YNL088W	essential
YNL089C	non_essential
YNL090W	non_essential
YNL091W	non_essential
YNL092W	non_essential
YNL093W	non_essential
YNL094W	non_essential
YNL095C	non_essential
YNL096C	non_essential
YNL097C	non_essential
YNL097C-B	non_essential
YNL097W-A	non_essential
YNL098C	non_essential
YNL099C	non_essential
YNL100W	non_essential
YNL101W	non_essential
YNL102W	essential
YNL103W	essential
YNL103W-A	non_essential
YNL104C	non_essential
YNL105W	non_essential
YNL106C	non_essential
YNL107W	non_essential
YNL108C	non_essential
YNL109W	non_essential
YNL110C	essential
YNL111C	non_essential
YNL112W	essential
YNL113W	essential
YNL114C	essential
YNL115C	non_essential
YNL116W	non_essential
YNL117W	non_essential
YNL118C	essential
YNL119W	non_essential
YNL120C	non_essential
YNL121C	non_essential
YNL122C	non_essential
YNL123W	non_essential
YNL124W	essential
YNL125C	non_essential
YNL126W	essential
YNL127W	non_essential
YNL128W	non_essential
YNL129W	non_essential
YNL130C	non_essential
YNL130C-A	non_essential
YNL131W	essential
YNL132W	essential
YNL133C	non_essential
YNL134C	non_essential
YNL135C	non_essential
YNL136W	non_essential
YNL137C	essential
YNL138W	essential
YNL138W-A	essential
YNL139C	non_essential
YNL140C	non_essential
YNL141W	non_essential
YNL142W	non_essential
YNL143C	non_essential
YNL144C	non_essential
YNL144W-A	non_essential
YNL145W	non_essential
YNL146C-A	non_essential
YNL146W	non_essential
YNL147W	essential
YNL148C	non_essential
YNL149C	essential
YNL150W	essential
YNL151C	essential
YNL152W	essential
YNL153C	non_essential
YNL154C	non_essential
YNL155W	non_essential
YNL156C	non_essential
YNL157W	non_essential
YNL158W	essential
YNL159C	non_essential
YNL160W	non_essential
YNL161W	essential
YNL162W	essential
YNL162W-A	non_essential
YNL163C	essential
YNL164C	non_essential
YNL165W	non_essential
YNL166C	non_essential
YNL167C	non_essential
YNL168C	non_essential
